"numbers","monitornumbers.started","first_press","second_press","first_rt","second_rt","correct","correct2","trials_2.monitornumbers_resp.rt"
3,70.1067855419969,"None",NA,NA,NA,NA,NA,""
7,70.6042782500008,"None",NA,NA,NA,NA,NA,""
1,71.104240332992,"None",NA,NA,NA,NA,NA,""
8,71.6042192080058,"7",NA,0.133909875003155,NA,FALSE,NA,"0.13390987500315532"
6,72.1047998330032,"8",NA,0.203220834009699,NA,FALSE,NA,"0.2032208340096986"
4,72.6039253750059,"None",NA,NA,NA,NA,NA,""
1,73.1037507500005,"4",NA,0.368832334002946,NA,FALSE,NA,"0.36883233400294557"
8,73.6074659580045,"None",NA,NA,NA,NA,NA,""
6,74.1047339579964,"7","8",0.0576878749998286,0.0975350410008104,FALSE,FALSE,"0.05768787499982864, 0.09753504100081045"
4,74.6038804580021,"None",NA,NA,NA,NA,NA,""
2,75.1036984579987,"None",NA,NA,NA,NA,NA,""
5,75.6041233750002,"None",NA,NA,NA,NA,NA,""
1,76.1052494169999,"None",NA,NA,NA,NA,NA,""
8,76.6040665000037,"None",NA,NA,NA,NA,NA,""
3,77.1032688330015,"8",NA,0.0402610830060439,NA,FALSE,NA,"0.04026108300604392"
7,77.6044046250026,"3",NA,0.179862625009264,NA,FALSE,NA,"0.17986262500926387"
2,78.1050777079945,"5",NA,0.235734457994113,NA,FALSE,NA,"0.23573445799411274"
9,78.6041358329967,"None",NA,NA,NA,NA,NA,""
2,79.1044057079998,"9",NA,0.0921290410042275,NA,FALSE,NA,"0.09212904100422747"
5,79.6048237079958,"None",NA,NA,NA,NA,NA,""
6,80.104267792005,"3",NA,0.430537041989737,NA,FALSE,NA,"0.4305370419897372"
4,80.6066484170005,"4",NA,0.0396743750025053,NA,TRUE,NA,"0.03967437500250526"
1,81.104307667003,"None",NA,NA,NA,NA,NA,""
8,81.6040704579937,"None",NA,NA,NA,NA,NA,""
3,82.1042366670008,"None",NA,NA,NA,NA,NA,""
7,82.6036337499972,"4",NA,0.123115166992648,NA,FALSE,NA,"0.12311516699264757"
2,83.1038788330043,"7",NA,0.441966083002626,NA,FALSE,NA,"0.44196608300262596"
5,83.6043814169971,"None",NA,NA,NA,NA,NA,""
6,84.1041989579971,"None",NA,NA,NA,NA,NA,""
4,84.6042263330019,"None",NA,NA,NA,NA,NA,""
3,85.1048362500005,"3",NA,0.237572250000085,NA,TRUE,NA,"0.23757225000008475"
7,85.6042930419935,"None",NA,NA,NA,NA,NA,""
6,86.1058509580034,"9","8",0.234913291991688,0.323370957994484,FALSE,FALSE,"0.2349132919916883, 0.32337095799448434"
4,86.6044919169944,"None",NA,NA,NA,NA,NA,""
2,87.1044907079922,"3",NA,0.121982541997568,NA,FALSE,NA,"0.12198254199756775"
5,87.6063999579928,"None",NA,NA,NA,NA,NA,""
6,88.1044207499945,"8",NA,0.177073291008128,NA,FALSE,NA,"0.17707329100812785"
4,88.6046988750022,"None",NA,NA,NA,NA,NA,""
2,89.1042467499938,"None",NA,NA,NA,NA,NA,""
5,89.604340417005,"5",NA,0.469944625001517,NA,TRUE,NA,"0.4699446250015171"
6,90.109290124994,"None",NA,NA,NA,NA,NA,""
4,90.604460417002,"None",NA,NA,NA,NA,NA,""
3,91.1041809169983,"4",NA,0.0465583329932997,NA,FALSE,NA,"0.0465583329932997"
7,91.6038547920034,"3",NA,NA,NA,FALSE,NA,"None"
2,92.1036409170047,"7",NA,0.129951583003276,NA,FALSE,NA,"0.12995158300327603"
5,92.6048179999925,"None",NA,NA,NA,NA,NA,""
6,93.1043099579983,"4",NA,0.0966580840031384,NA,FALSE,NA,"0.09665808400313836"
4,93.6046604169969,"5",NA,0.0808515419921605,NA,FALSE,NA,"0.08085154199216049"
1,94.104303125001,"3",NA,0.181289000000106,NA,FALSE,NA,"0.18128900000010617"
8,94.6043980419927,"None",NA,NA,NA,NA,NA,""
3,95.104482041992,"7","8",0.0835389170097187,0.153206625007442,FALSE,FALSE,"0.08353891700971872, 0.1532066250074422"
7,95.6052970000019,"4",NA,0.225480124994647,NA,FALSE,NA,"0.22548012499464676"
1,96.1045454999985,"None",NA,NA,NA,NA,NA,""
8,96.6041887500032,"None",NA,NA,NA,NA,NA,""
6,97.1042322499998,"8",NA,0.176001250001718,NA,FALSE,NA,"0.1760012500017183"
4,97.6046742920007,"None",NA,NA,NA,NA,NA,""
3,98.1041655000008,"None",NA,NA,NA,NA,NA,""
7,98.604063042003,"4",NA,0.117828874994302,NA,FALSE,NA,"0.11782887499430217"
6,99.1043919170042,"None",NA,NA,NA,NA,NA,""
4,99.6047989999934,"None",NA,NA,NA,NA,NA,""
2,100.104334624993,"None",NA,NA,NA,NA,NA,""
5,100.603925667005,"None",NA,NA,NA,NA,NA,""
2,101.104210125006,"4",NA,0.00651549999020062,NA,FALSE,NA,"0.006515499990200624"
9,101.604053125004,"None",NA,NA,NA,NA,NA,""
6,102.109037874994,"9",NA,0.287907541001914,NA,FALSE,NA,"0.28790754100191407"
4,102.603009375001,"None",NA,NA,NA,NA,NA,""
3,103.104772124992,"4",NA,0.00691208400530741,NA,FALSE,NA,"0.006912084005307406"
7,103.605490749993,"3",NA,0.224111875009839,NA,FALSE,NA,"0.22411187500983942"
1,104.104306291993,"7",NA,0.252984042002936,NA,FALSE,NA,"0.2529840420029359"
8,104.605107083,"None",NA,NA,NA,NA,NA,""
3,105.105625708005,"8",NA,0.116913749996456,NA,FALSE,NA,"0.11691374999645632"
7,105.604922166996,"3",NA,0.170583792001707,NA,FALSE,NA,"0.17058379200170748"
6,106.104580500003,"8","7",0.347591124998871,0.424774790997617,FALSE,FALSE,"0.34759112499887124, 0.42477479099761695"
4,106.604079917,"None",NA,NA,NA,NA,NA,""
1,107.103238750002,"None",NA,NA,NA,NA,NA,""
8,107.604049874994,"None",NA,NA,NA,NA,NA,""
6,108.104215999992,"None",NA,NA,NA,NA,NA,""
4,108.604785832998,"None",NA,NA,NA,NA,NA,""
2,109.106053333002,"4",NA,0.170552708004834,NA,FALSE,NA,"0.17055270800483413"
9,109.604383458005,"None",NA,NA,NA,NA,NA,""
6,110.103986707996,"9",NA,0.0571382500056643,NA,FALSE,NA,"0.057138250005664304"
4,110.604494416999,"9",NA,0.434452084009536,NA,FALSE,NA,"0.4344520840095356"
1,111.105752207994,"4",NA,0.0279007500066655,NA,FALSE,NA,"0.027900750006665476"
8,111.603023542004,"None",NA,NA,NA,NA,NA,""
6,112.105188250003,"8",NA,0.0317670420045033,NA,FALSE,NA,"0.03176704200450331"
4,112.603844666999,"None",NA,NA,NA,NA,NA,""
2,113.104171750005,"4",NA,0.029975999990711,NA,FALSE,NA,"0.02997599999071099"
5,113.604289374998,"None",NA,NA,NA,NA,NA,""
1,114.104572791999,"5",NA,0.0804587500024354,NA,FALSE,NA,"0.08045875000243541"
8,114.605488749992,"None",NA,NA,NA,NA,NA,""
1,115.104503916999,"8",NA,0.0788644580024993,NA,FALSE,NA,"0.0788644580024993"
8,115.603989625,"8",NA,0.470267583994428,NA,TRUE,NA,"0.4702675839944277"
2,116.109266041996,"None",NA,NA,NA,NA,NA,""
9,116.608299957996,"None",NA,NA,NA,NA,NA,""
1,117.109427000003,"9",NA,0.146110957997735,NA,FALSE,NA,"0.14611095799773466"
8,117.60432975,"None",NA,NA,NA,NA,NA,""
3,118.103124957997,"8",NA,0.0244152920058696,NA,FALSE,NA,"0.02441529200586956"
7,118.60657525,"4",NA,0.137948000003234,NA,FALSE,NA,"0.13794800000323448"
6,119.104082417005,"None",NA,NA,NA,NA,NA,""
4,119.604508999997,"None",NA,NA,NA,NA,NA,""
1,120.104465917,"None",NA,NA,NA,NA,NA,""
8,120.604514916995,"None",NA,NA,NA,NA,NA,""
2,121.103955625003,"8",NA,0.00683374999789521,NA,FALSE,NA,"0.006833749997895211"
9,121.604072250004,"4",NA,0.267287708004005,NA,FALSE,NA,"0.26728770800400525"
1,122.104198957997,"9",NA,0.142783999996027,NA,FALSE,NA,"0.14278399999602698"
8,122.707058041997,"None",NA,NA,NA,NA,NA,""
3,123.103893416992,"8",NA,0.155532749995473,NA,FALSE,NA,"0.15553274999547284"
7,123.603246083003,"3",NA,0.352944250000292,NA,FALSE,NA,"0.3529442500002915"
6,124.106625250002,"7",NA,0.431241208003485,NA,FALSE,NA,"0.43124120800348464"
4,124.603357917003,"None",NA,NA,NA,NA,NA,""
3,125.104102041994,"None",NA,NA,NA,NA,NA,""
7,125.602619291996,"3",NA,0.184393582996563,NA,FALSE,NA,"0.18439358299656305"
2,126.103873208005,"8",NA,0.307335457997397,NA,FALSE,NA,"0.3073354579973966"
9,126.603959083004,"None",NA,NA,NA,NA,NA,""
3,127.103022166993,"9",NA,0.307008000003407,NA,FALSE,NA,"0.3070080000034068"
7,127.602931083005,"None",NA,NA,NA,NA,NA,""
2,128.103930249999,"7",NA,0.140516458006459,NA,FALSE,NA,"0.1405164580064593"
5,128.604917250006,"None",NA,NA,NA,NA,NA,""
3,129.103857416994,"None",NA,NA,NA,NA,NA,""
7,129.604055749995,"3",NA,0.104800875007641,NA,FALSE,NA,"0.10480087500764057"
6,130.103699166997,"7",NA,0.180160874995636,NA,FALSE,NA,"0.18016087499563582"
4,130.604781041999,"None",NA,NA,NA,NA,NA,""
1,131.103958916996,"None",NA,NA,NA,NA,NA,""
8,131.604242792004,"None",NA,NA,NA,NA,NA,""
2,132.104082999998,"8",NA,0.0310166670096805,NA,FALSE,NA,"0.031016667009680532"
9,132.606281792003,"9",NA,0.463926957992953,NA,TRUE,NA,"0.46392695799295325"
3,133.109049624996,"None",NA,NA,NA,NA,NA,""
7,133.603773208,"3",NA,0.0867566249944502,NA,FALSE,NA,"0.08675662499445025"
6,134.104039166996,"7",NA,0.181647959005204,NA,FALSE,NA,"0.18164795900520403"
4,134.604313707998,"None",NA,NA,NA,NA,NA,""
3,135.108938916994,"5",NA,0.048251625004923,NA,FALSE,NA,"0.04825162500492297"
7,135.604029958005,"None",NA,NA,NA,NA,NA,""
2,136.104073708004,"None",NA,NA,NA,NA,NA,""
5,136.604000791995,"None",NA,NA,NA,NA,NA,""
3,137.104017249992,"None",NA,NA,NA,NA,NA,""
7,137.603984417001,"3",NA,0.115180292006698,NA,FALSE,NA,"0.11518029200669844"
1,138.103564542005,"None",NA,NA,NA,NA,NA,""
8,138.604299458006,"None",NA,NA,NA,NA,NA,""
2,139.103944707997,"8",NA,0.205732082991744,NA,FALSE,NA,"0.2057320829917444"
5,139.604018416998,"None",NA,NA,NA,NA,NA,""
2,140.104270291995,"5",NA,0.0535972920042695,NA,FALSE,NA,"0.05359729200426955"
9,140.604142041993,"None",NA,NA,NA,NA,NA,""
3,141.104867792004,"9",NA,0.0128336250054417,NA,FALSE,NA,"0.012833625005441718"
7,141.604216124993,"3",NA,0.12229404199752,NA,FALSE,NA,"0.12229404199752025"
6,142.104017833,"7",NA,0.404409875001875,NA,FALSE,NA,"0.40440987500187475"
4,142.604048791996,"None",NA,NA,NA,NA,NA,""
2,143.103778958,"None",NA,NA,NA,NA,NA,""
5,143.604237666994,"None",NA,NA,NA,NA,NA,""
3,144.102649875,"5",NA,0.0225658749986906,NA,FALSE,NA,"0.02256587499869056"
7,144.603558542003,"4",NA,0.038931874994887,NA,FALSE,NA,"0.03893187499488704"
1,145.104042332998,"8",NA,0.169452250003815,NA,FALSE,NA,"0.1694522500038147"
8,145.603880499999,"None",NA,NA,NA,NA,NA,""
2,146.109164833004,"None",NA,NA,NA,NA,NA,""
9,146.603805708,"9",NA,0.460777333006263,NA,TRUE,NA,"0.4607773330062628"
1,147.109114833002,"None",NA,NA,NA,NA,NA,""
8,147.605086083,"9",NA,0.394856415994582,NA,FALSE,NA,"0.39485641599458177"
6,148.108652458002,"None",NA,NA,NA,NA,NA,""
4,148.603362499998,"None",NA,NA,NA,NA,NA,""
2,149.103575166999,"4",NA,0.346795499994187,NA,FALSE,NA,"0.3467954999941867"
5,149.603347208002,"None",NA,NA,NA,NA,NA,""
1,150.103899374997,"5",NA,0.163527166005224,NA,FALSE,NA,"0.163527166005224"
8,150.603919792004,"None",NA,NA,NA,NA,NA,""
6,151.103870417006,"8",NA,0.168897458992433,NA,FALSE,NA,"0.1688974589924328"
4,151.604426124992,"None",NA,NA,NA,NA,NA,""
3,152.103975624996,"3",NA,0.190516333008418,NA,TRUE,NA,"0.19051633300841786"
7,152.604602624997,"None",NA,NA,NA,NA,NA,""
2,153.103621832997,"None",NA,NA,NA,NA,NA,""
5,153.603819083,"None",NA,NA,NA,NA,NA,""
1,154.103081666995,"5",NA,0.0499638330074959,NA,FALSE,NA,"0.04996383300749585"
8,154.603893583,"None",NA,NA,NA,NA,NA,""
2,155.104455749999,"8",NA,0.111798042009468,NA,FALSE,NA,"0.11179804200946819"
9,155.604250457996,"9",NA,0.471889832988381,NA,TRUE,NA,"0.4718898329883814"
1,156.108785374992,"None",NA,NA,NA,NA,NA,""
8,156.603918458,"8",NA,0.461885374999838,NA,TRUE,NA,"0.46188537499983795"
3,157.108863792004,"None",NA,NA,NA,NA,NA,""
7,157.603776707998,"3",NA,0.160057125001913,NA,FALSE,NA,"0.16005712500191294"
1,158.103489500005,"7",NA,0.287987125004292,NA,FALSE,NA,"0.28798712500429247"
8,158.603287000005,"None",NA,NA,NA,NA,NA,""
3,159.103189000001,"8",NA,0.0394402079982683,NA,FALSE,NA,"0.039440207998268306"
7,159.603781083002,"3",NA,0.236229166999692,NA,FALSE,NA,"0.2362291669996921"
6,160.111523416999,"7",NA,0.188773582995054,NA,FALSE,NA,"0.1887735829950543"
4,160.605232500006,"None",NA,NA,NA,NA,NA,""
1,161.103842458004,"4",NA,0.0552759170095669,NA,FALSE,NA,"0.05527591700956691"
8,161.603789375004,"None",NA,NA,NA,NA,NA,""
3,162.104133166999,"8",NA,0.0159970829990925,NA,FALSE,NA,"0.015997082999092527"
7,162.603888124999,"3",NA,0.0269862499990268,NA,FALSE,NA,"0.026986249999026768"
1,163.103939124994,"5",NA,0.132587792002596,NA,FALSE,NA,"0.13258779200259596"
8,163.603756458004,"None",NA,NA,NA,NA,NA,""
3,164.103595624998,"8",NA,0.0475847079942469,NA,FALSE,NA,"0.047584707994246855"
7,164.603880041992,"3",NA,0.0534728750062641,NA,FALSE,NA,"0.053472875006264076"
1,165.103955333005,"None",NA,NA,NA,NA,NA,""
8,165.609373375002,"None",NA,NA,NA,NA,NA,""
6,166.103261249998,"8",NA,0.0274847079999745,NA,FALSE,NA,"0.02748470799997449"
4,166.603905957993,"None",NA,NA,NA,NA,NA,""
2,167.104140833006,"None",NA,NA,NA,NA,NA,""
5,167.605265958002,"5",NA,0.384260207996704,NA,TRUE,NA,"0.3842602079967037"
3,168.106813417005,"4",NA,0.414369708989398,NA,FALSE,NA,"0.4143697089893976"
7,168.604854249992,"None",NA,NA,NA,NA,NA,""
6,169.102594875003,"8",NA,0.193025334010599,NA,FALSE,NA,"0.19302533401059918"
4,169.603934250001,"None",NA,NA,NA,NA,NA,""
